,Year,Census Tract,Age Group,Men (rate per hundred thousand inhabitants),Women (rate per hundred thousand inhabitants)
606,2016,Meta,Adults or of legal age (> 18 years),1.249863296201978,19.51844340413852
607,2016,Nariño,"Boys, girls and adolescents or minors (<18 years)",2.3180726881364353,36.42549097094552
608,2016,Nariño,Adults or of legal age (> 18 years),0.5133768905103993,14.102215577001495
609,2016,Norte de Santander,"Boys, girls and adolescents or minors (<18 years)",25.944529744765372,122.96314644114578
610,2016,Norte de Santander,Adults or of legal age (> 18 years),0.9037566906237503,6.682330624474575
611,2016,Quindio,"Boys, girls and adolescents or minors (<18 years)",71.55549725107632,365.004562557032
612,2016,Quindio,Adults or of legal age (> 18 years),3.072810238603715,20.05778552496478
613,2016,Risaralda,"Boys, girls and adolescents or minors (<18 years)",65.79041462263476,291.59954656643396
614,2016,Risaralda,Adults or of legal age (> 18 years),0.30663371376356086,15.677228266042565
615,2016,Santander,"Boys, girls and adolescents or minors (<18 years)",53.95224418721106,329.4316029958218
616,2016,Santander,Adults or of legal age (> 18 years),2.520126006300315,19.254006825213455
617,2016,Sucre,"Boys, girls and adolescents or minors (<18 years)",35.19061583577712,208.79105882995128
618,2016,Sucre,Adults or of legal age (> 18 years),3.1880751818974007,12.607932911387845
619,2016,Tolima,"Boys, girls and adolescents or minors (<18 years)",32.64427071851312,199.213018839988
620,2016,Tolima,Adults or of legal age (> 18 years),2.762483770407849,16.981585334537233
621,2016,Valle del Cauca,"Boys, girls and adolescents or minors (<18 years)",39.744503870995594,209.4341703967597
622,2016,Valle del Cauca,Adults or of legal age (> 18 years),1.3242803009521575,13.355733076297039
623,2016,Atlántico,"Boys, girls and adolescents or minors (<18 years)",29.15525171538442,203.95971335107126
624,2016,Atlántico,Adults or of legal age (> 18 years),1.0812096573646595,16.149834066141533
625,2016,Arauca,"Boys, girls and adolescents or minors (<18 years)",48.32251829352479,313.7422678574612
626,2016,Arauca,Adults or of legal age (> 18 years),1.3280741596610754,25.048779201603125
627,2016,Casanare,"Boys, girls and adolescents or minors (<18 years)",50.416679023695835,312.0924166200857
628,2016,Casanare,Adults or of legal age (> 18 years),0.8588409083101446,20.971138470679726
629,2016,Putumayo,"Boys, girls and adolescents or minors (<18 years)",28.314975790695698,236.41009074623358
630,2016,Putumayo,Adults or of legal age (> 18 years),0.0,21.966687041564793
631,2016,"Archipiélago de San Andrés, Providencia y Santa Catalina","Boys, girls and adolescents or minors (<18 years)",25.662959794696324,116.20631089657638
632,2016,"Archipiélago de San Andrés, Providencia y Santa Catalina",Adults or of legal age (> 18 years),0.0,25.410193117467692
633,2016,Amazonas,"Boys, girls and adolescents or minors (<18 years)",28.788576692768306,299.0325417766051
634,2016,Amazonas,Adults or of legal age (> 18 years),14.010180731331435,32.93807641633729
635,2016,Guainía,"Boys, girls and adolescents or minors (<18 years)",21.503064186646597,291.38182225708846
636,2016,Guainía,Adults or of legal age (> 18 years),16.118633139909736,60.9172395788008
637,2016,Guaviare,"Boys, girls and adolescents or minors (<18 years)",40.51863857374392,188.11922578487523
638,2016,Guaviare,Adults or of legal age (> 18 years),2.9358229111619987,3.3380065424928236
639,2016,Vichada,"Boys, girls and adolescents or minors (<18 years)",0.0,66.63032285420074
640,2016,Vichada,Adults or of legal age (> 18 years),0.0,5.036261079774375
641,2017,Bogotá D.C.,"Boys, girls and adolescents or minors (<18 years)",49.915839572813276,279.4493160524877
642,2017,Bogotá D.C.,Adults or of legal age (> 18 years),1.9333876352700028,17.862664484025327
643,2017,Bolívar,"Boys, girls and adolescents or minors (<18 years)",30.150297900952268,205.63249382963392
644,2017,Bolívar,Adults or of legal age (> 18 years),0.8586098534066777,16.813221917716092
645,2017,Boyacá,"Boys, girls and adolescents or minors (<18 years)",32.21339692674577,222.26413747750595
646,2017,Boyacá,Adults or of legal age (> 18 years),1.382854903949203,14.934863628855062
647,2017,Caldas,"Boys, girls and adolescents or minors (<18 years)",55.44717116747099,255.85740980307602
648,2017,Caldas,Adults or of legal age (> 18 years),1.769796650364873,16.59353722528855
649,2017,Caquetá,"Boys, girls and adolescents or minors (<18 years)",24.953472171679888,208.95265175994143
650,2017,Caquetá,Adults or of legal age (> 18 years),0.0,10.533106871535596
651,2017,Cauca,"Boys, girls and adolescents or minors (<18 years)",17.662123575991284,123.11805262417334
652,2017,Cauca,Adults or of legal age (> 18 years),1.9013334685392687,17.39571163493918
653,2017,Cesar,"Boys, girls and adolescents or minors (<18 years)",35.5072789921934,258.3600165601958
654,2017,Cesar,Adults or of legal age (> 18 years),2.4532803424779357,19.310582496293854
655,2017,Córdoba,"Boys, girls and adolescents or minors (<18 years)",27.945971122496506,158.14478025005025
656,2017,Córdoba,Adults or of legal age (> 18 years),0.8916406902012255,9.629896802524083
657,2017,Cundinamarca,"Boys, girls and adolescents or minors (<18 years)",40.36996833200262,263.5895854072319
658,2017,Cundinamarca,Adults or of legal age (> 18 years),2.1477732423966143,17.33187300122263
659,2017,Chocó,"Boys, girls and adolescents or minors (<18 years)",12.452081721233467,125.00228106352306
660,2017,Chocó,Adults or of legal age (> 18 years),0.6982752601075344,28.313352853433514
661,2017,Huila,"Boys, girls and adolescents or minors (<18 years)",36.162877600713614,229.2584120201949
662,2017,Huila,Adults or of legal age (> 18 years),2.0725012758835977,23.013429614704044
663,2017,La Guajira,"Boys, girls and adolescents or minors (<18 years)",16.722796423179652,118.62396204033216
664,2017,La Guajira,Adults or of legal age (> 18 years),0.6988193447171005,10.85255002038964
665,2017,Magdalena,"Boys, girls and adolescents or minors (<18 years)",19.790850294092035,147.94620742390745
666,2017,Magdalena,Adults or of legal age (> 18 years),1.5105588060543196,18.232002228355828
667,2017,Antioquia,"Boys, girls and adolescents or minors (<18 years)",45.90745261585766,221.2268793864641
668,2017,Antioquia,Adults or of legal age (> 18 years),1.243452997920769,15.580273165944224
669,2017,Meta,"Boys, girls and adolescents or minors (<18 years)",73.04644585213062,435.46144275572686
670,2017,Meta,Adults or of legal age (> 18 years),3.3625981267271525,24.408684729093366
671,2017,Nariño,"Boys, girls and adolescents or minors (<18 years)",3.315111271709835,34.74874250837754
672,2017,Nariño,Adults or of legal age (> 18 years),1.5112030519585191,12.006283288254187
673,2017,Norte de Santander,"Boys, girls and adolescents or minors (<18 years)",33.412867380902405,163.97971642203387
674,2017,Norte de Santander,Adults or of legal age (> 18 years),1.3334459354345478,10.599732886731253
675,2017,Quindio,"Boys, girls and adolescents or minors (<18 years)",94.57340212850012,438.1009766262459
676,2017,Quindio,Adults or of legal age (> 18 years),3.0429975554586304,20.34405102098749
677,2017,Risaralda,"Boys, girls and adolescents or minors (<18 years)",62.565172054223154,350.47956411449496
678,2017,Risaralda,Adults or of legal age (> 18 years),3.0355738904218534,15.7981823775433
679,2017,Santander,"Boys, girls and adolescents or minors (<18 years)",54.14485379258607,329.64202935874323
680,2017,Santander,Adults or of legal age (> 18 years),2.3541239404711294,17.082987840854887
681,2017,Sucre,"Boys, girls and adolescents or minors (<18 years)",31.985378112862694,212.1587494952675
682,2017,Sucre,Adults or of legal age (> 18 years),1.3946126114818456,16.648483216912027
683,2017,Tolima,"Boys, girls and adolescents or minors (<18 years)",40.630934254871434,267.9169457468185
684,2017,Tolima,Adults or of legal age (> 18 years),1.8986620761236916,16.41598095746209
685,2017,Valle del Cauca,"Boys, girls and adolescents or minors (<18 years)",42.12751388123912,249.2719860221316
686,2017,Valle del Cauca,Adults or of legal age (> 18 years),1.1192303674557655,14.234723871575891
687,2017,Atlántico,"Boys, girls and adolescents or minors (<18 years)",44.285865260254944,233.75630838966413
688,2017,Atlántico,Adults or of legal age (> 18 years),1.416462361644088,14.320188220973929
689,2017,Arauca,"Boys, girls and adolescents or minors (<18 years)",39.64286945430728,341.84990652541615
690,2017,Arauca,Adults or of legal age (> 18 years),3.91967283797379,36.235635158919145
691,2017,Casanare,"Boys, girls and adolescents or minors (<18 years)",63.347083087802005,509.93683561854874
692,2017,Casanare,Adults or of legal age (> 18 years),5.040746030412501,29.017914294736663
693,2017,Putumayo,"Boys, girls and adolescents or minors (<18 years)",22.66192654703058,210.07477486741783
694,2017,Putumayo,Adults or of legal age (> 18 years),0.9235571728067826,26.13329848893535
695,2017,"Archipiélago de San Andrés, Providencia y Santa Catalina","Boys, girls and adolescents or minors (<18 years)",8.58074480864939,98.65470852017937
696,2017,"Archipiélago de San Andrés, Providencia y Santa Catalina",Adults or of legal age (> 18 years),0.0,46.56327232350729
697,2017,Amazonas,"Boys, girls and adolescents or minors (<18 years)",68.96948100465544,509.5466791612979
698,2017,Amazonas,Adults or of legal age (> 18 years),4.590525156077855,23.051034991471116
699,2017,Guainía,"Boys, girls and adolescents or minors (<18 years)",0.0,356.6254318511089
700,2017,Guainía,Adults or of legal age (> 18 years),7.882084023015685,33.90117806593779
701,2017,Guaviare,"Boys, girls and adolescents or minors (<18 years)",40.27386226339106,157.82041697815433
702,2017,Guaviare,Adults or of legal age (> 18 years),0.0,6.5265631118652925
703,2017,Vaupés,"Boys, girls and adolescents or minors (<18 years)",0.0,72.76507276507277
704,2017,Vaupés,Adults or of legal age (> 18 years),0.0,15.973165082661131
705,2017,Vichada,"Boys, girls and adolescents or minors (<18 years)",5.683755825849722,11.940298507462687
706,2017,Vichada,Adults or of legal age (> 18 years),0.0,4.869260359351415
707,2017,Sin información,"Boys, girls and adolescents or minors (<18 years)",0.0,0.0
708,2017,Sin información,Adults or of legal age (> 18 years),0.0,0.0
709,2018,Bogotá D.C.,"Boys, girls and adolescents or minors (<18 years)",53.779456069408496,283.1046802764467
710,2018,Bogotá D.C.,Adults or of legal age (> 18 years),1.8293066892468781,15.710275853401226
711,2018,Bolívar,"Boys, girls and adolescents or minors (<18 years)",35.49174750156777,239.84289037146397
712,2018,Bolívar,Adults or of legal age (> 18 years),1.8280404531290428,16.10647342569547
713,2018,Boyacá,"Boys, girls and adolescents or minors (<18 years)",38.9848348992242,238.68937832266465
714,2018,Boyacá,Adults or of legal age (> 18 years),1.5982246007863263,22.007042253521128
715,2018,Caldas,"Boys, girls and adolescents or minors (<18 years)",58.581500651288444,278.58982893860895
716,2018,Caldas,Adults or of legal age (> 18 years),2.3466672924446113,14.337344182825486
717,2018,Caquetá,"Boys, girls and adolescents or minors (<18 years)",35.304134737191866,272.1454310762115
718,2018,Caquetá,Adults or of legal age (> 18 years),1.316993829883907,29.0118561785583
719,2018,Cauca,"Boys, girls and adolescents or minors (<18 years)",18.224045568590224,148.51068168619472
720,2018,Cauca,Adults or of legal age (> 18 years),0.8314072398942449,15.212467462222374
721,2018,Cesar,"Boys, girls and adolescents or minors (<18 years)",38.54934315924383,265.49972715443056
722,2018,Cesar,Adults or of legal age (> 18 years),2.1060929268373405,22.158984885239782
723,2018,Córdoba,"Boys, girls and adolescents or minors (<18 years)",22.547705384886243,169.16984330039088
724,2018,Córdoba,Adults or of legal age (> 18 years),0.5246965941944071,11.327535694609638
725,2018,Cundinamarca,"Boys, girls and adolescents or minors (<18 years)",55.131713457941416,276.57309664254205
726,2018,Cundinamarca,Adults or of legal age (> 18 years),2.106502668412255,20.583443333575694
727,2018,Chocó,"Boys, girls and adolescents or minors (<18 years)",16.890690562548894,169.56105565431423
728,2018,Chocó,Adults or of legal age (> 18 years),2.0560760473994066,26.52105023358925
729,2018,Huila,"Boys, girls and adolescents or minors (<18 years)",45.717475625366944,302.347342261216
730,2018,Huila,Adults or of legal age (> 18 years),1.5281913091760246,23.876305656925133
731,2018,La Guajira,"Boys, girls and adolescents or minors (<18 years)",18.222238419767486,135.78856726501954
732,2018,La Guajira,Adults or of legal age (> 18 years),1.01542085809832,11.789334157524623
733,2018,Magdalena,"Boys, girls and adolescents or minors (<18 years)",23.005009539146197,171.22716971070525
734,2018,Magdalena,Adults or of legal age (> 18 years),0.9887553794472362,14.925707291954298
735,2018,Antioquia,"Boys, girls and adolescents or minors (<18 years)",46.19819329527144,256.26399448308746
736,2018,Antioquia,Adults or of legal age (> 18 years),2.2752800016452026,15.59820947065239
737,2018,Meta,"Boys, girls and adolescents or minors (<18 years)",61.88870444384034,422.0581220526878
738,2018,Meta,Adults or of legal age (> 18 years),2.094598031676307,21.22093023255814
739,2018,Nariño,"Boys, girls and adolescents or minors (<18 years)",6.63455541844141,22.73580648383863
740,2018,Nariño,Adults or of legal age (> 18 years),0.6594446486891065,11.624061479824887
741,2018,Norte de Santander,"Boys, girls and adolescents or minors (<18 years)",37.51762681604719,179.98204667863553
742,2018,Norte de Santander,Adults or of legal age (> 18 years),1.0936659244320592,17.105784675720216
743,2018,Quindio,"Boys, girls and adolescents or minors (<18 years)",111.63393671676191,496.12168832477084
744,2018,Quindio,Adults or of legal age (> 18 years),4.019736908219357,17.349063150589867
745,2018,Risaralda,"Boys, girls and adolescents or minors (<18 years)",81.61732309625788,398.42441255036897
746,2018,Risaralda,Adults or of legal age (> 18 years),1.202776007024212,21.689591741482033
747,2018,Santander,"Boys, girls and adolescents or minors (<18 years)",67.42866540580545,343.61523407055887
748,2018,Santander,Adults or of legal age (> 18 years),1.9187360463347343,19.128868716101564
749,2018,Sucre,"Boys, girls and adolescents or minors (<18 years)",32.65668678318573,263.41242565801656
750,2018,Sucre,Adults or of legal age (> 18 years),1.7169799010332785,19.166367555173
751,2018,Tolima,"Boys, girls and adolescents or minors (<18 years)",54.320178653032016,394.0832774592575
752,2018,Tolima,Adults or of legal age (> 18 years),1.886045151920937,22.174437552511712
753,2018,Valle del Cauca,"Boys, girls and adolescents or minors (<18 years)",49.19460553654818,260.25681565943097
754,2018,Valle del Cauca,Adults or of legal age (> 18 years),1.7179220995953066,12.719360581153115
755,2018,Atlántico,"Boys, girls and adolescents or minors (<18 years)",40.81817769513356,249.17645071374272
756,2018,Atlántico,Adults or of legal age (> 18 years),1.5083901300232292,12.880525965819267
757,2018,Arauca,"Boys, girls and adolescents or minors (<18 years)",41.362194953812214,380.9320374523835
758,2018,Arauca,Adults or of legal age (> 18 years),5.141388174807198,33.03433029248088
759,2018,Casanare,"Boys, girls and adolescents or minors (<18 years)",83.38087506034142,577.5401069518716
760,2018,Casanare,Adults or of legal age (> 18 years),2.4672472921960966,50.064666861362596
761,2018,Putumayo,"Boys, girls and adolescents or minors (<18 years)",28.306960681631615,267.20695325346486
762,2018,Putumayo,Adults or of legal age (> 18 years),0.9049937555430868,26.45213076474022
763,2018,"Archipiélago de San Andrés, Providencia y Santa Catalina","Boys, girls and adolescents or minors (<18 years)",17.179178835251676,161.7395992452152
764,2018,"Archipiélago de San Andrés, Providencia y Santa Catalina",Adults or of legal age (> 18 years),0.0,24.75947934352009
765,2018,Amazonas,"Boys, girls and adolescents or minors (<18 years)",80.31206975676916,513.6586504786364
766,2018,Amazonas,Adults or of legal age (> 18 years),4.5160998961297025,36.16146092302129
767,2018,Guainía,"Boys, girls and adolescents or minors (<18 years)",32.027329988256646,399.4230555863752
768,2018,Guainía,Adults or of legal age (> 18 years),0.0,41.33256179217988
769,2018,Guaviare,"Boys, girls and adolescents or minors (<18 years)",27.98656644810491,74.36480066102045
770,2018,Guaviare,Adults or of legal age (> 18 years),0.0,12.762020227802061
771,2018,Vaupés,Adults or of legal age (> 18 years),0.0,7.825338445887785
772,2018,Vichada,"Boys, girls and adolescents or minors (<18 years)",5.590339892665474,52.891396332863195
773,2018,Sin información,"Boys, girls and adolescents or minors (<18 years)",0.0,0.0
774,2019,Bogotá D.C.,"Boys, girls and adolescents or minors (<18 years)",65.31584798979702,367.4081193647307
775,2019,Bogotá D.C.,Adults or of legal age (> 18 years),2.3089144254009906,18.82987708400718
776,2019,Bolívar,"Boys, girls and adolescents or minors (<18 years)",36.369536875912736,236.68848086620918
777,2019,Bolívar,Adults or of legal age (> 18 years),1.2868080725759754,17.57545866497361
778,2019,Boyacá,"Boys, girls and adolescents or minors (<18 years)",45.85027090800311,288.399087133468
779,2019,Boyacá,Adults or of legal age (> 18 years),1.872343612499766,24.29032851028072
780,2019,Caldas,"Boys, girls and adolescents or minors (<18 years)",64.12597913876375,359.7702222259934
781,2019,Caldas,Adults or of legal age (> 18 years),1.6436644952032389,13.672816948326696
782,2019,Caquetá,"Boys, girls and adolescents or minors (<18 years)",40.95545103841886,402.386374750255
783,2019,Caquetá,Adults or of legal age (> 18 years),5.392289026691831,30.992856146658195
784,2019,Cauca,"Boys, girls and adolescents or minors (<18 years)",14.537573018264478,136.43630216276804
785,2019,Cauca,Adults or of legal age (> 18 years),1.3869872852894147,13.987758820794125
786,2019,Cesar,"Boys, girls and adolescents or minors (<18 years)",34.19792707949703,224.09834716035382
787,2019,Cesar,Adults or of legal age (> 18 years),2.556256822010394,20.025913048933198
788,2019,Córdoba,"Boys, girls and adolescents or minors (<18 years)",25.143738371021,182.43255072920496
789,2019,Córdoba,Adults or of legal age (> 18 years),0.6649113008324689,9.470532998386798
790,2019,Cundinamarca,"Boys, girls and adolescents or minors (<18 years)",58.58190597146421,309.78176102892655
791,2019,Cundinamarca,Adults or of legal age (> 18 years),2.1144370081635655,20.541563011900124
792,2019,Chocó,"Boys, girls and adolescents or minors (<18 years)",18.209960848584174,160.33851350069259
793,2019,Chocó,Adults or of legal age (> 18 years),2.551752735159963,26.19889726459695
794,2019,Huila,"Boys, girls and adolescents or minors (<18 years)",54.28939440712787,335.95818189976217
795,2019,Huila,Adults or of legal age (> 18 years),1.6363666115756574,28.7598944591029
796,2019,La Guajira,"Boys, girls and adolescents or minors (<18 years)",18.89823301521308,157.0951964499725
797,2019,La Guajira,Adults or of legal age (> 18 years),0.7592034437468208,18.034265103697024
798,2019,Magdalena,"Boys, girls and adolescents or minors (<18 years)",25.47255635297685,162.60856575830647
799,2019,Magdalena,Adults or of legal age (> 18 years),0.22345270176661708,15.227984684998258
800,2019,Antioquia,"Boys, girls and adolescents or minors (<18 years)",45.613918761496365,239.32211563137471
801,2019,Antioquia,Adults or of legal age (> 18 years),1.4408781497378038,13.739391227202425
802,2019,Meta,"Boys, girls and adolescents or minors (<18 years)",70.11866235167206,438.5937153887535
803,2019,Meta,Adults or of legal age (> 18 years),2.470226904064621,25.6254115909523
804,2019,Nariño,"Boys, girls and adolescents or minors (<18 years)",3.372041560412232,34.800229064798906
805,2019,Nariño,Adults or of legal age (> 18 years),0.8935735974022028,11.566902135745858
806,2019,Norte de Santander,"Boys, girls and adolescents or minors (<18 years)",36.97233169463292,150.01795086591557
807,2019,Norte de Santander,Adults or of legal age (> 18 years),1.3317985940011987,6.432534329184945
808,2019,Quindio,"Boys, girls and adolescents or minors (<18 years)",130.67573524781156,524.5447347585115
809,2019,Quindio,Adults or of legal age (> 18 years),0.9983427510332846,19.69711213476406
810,2019,Risaralda,"Boys, girls and adolescents or minors (<18 years)",87.20588975163092,511.2779317360649
811,2019,Risaralda,Adults or of legal age (> 18 years),1.4888706915804362,20.605112154407927
812,2019,Santander,"Boys, girls and adolescents or minors (<18 years)",54.308998807141634,340.9202810215384
813,2019,Santander,Adults or of legal age (> 18 years),2.0358073057489925,17.338586020617583
814,2019,Sucre,"Boys, girls and adolescents or minors (<18 years)",31.599244197669393,245.02650494464842
815,2019,Sucre,Adults or of legal age (> 18 years),1.92637398624569,9.52018278750952
816,2019,Tolima,"Boys, girls and adolescents or minors (<18 years)",90.40341193112324,509.61705757886995
817,2019,Tolima,Adults or of legal age (> 18 years),3.5919540229885056,36.70731362970791
818,2019,Valle del Cauca,"Boys, girls and adolescents or minors (<18 years)",39.704288685990456,262.6532276561584
819,2019,Valle del Cauca,Adults or of legal age (> 18 years),1.603662765756989,16.89536710644426
820,2019,Atlántico,"Boys, girls and adolescents or minors (<18 years)",45.70002113011729,268.27019076144535
821,2019,Atlántico,Adults or of legal age (> 18 years),1.7089440434755367,12.502852213161129
822,2019,Arauca,"Boys, girls and adolescents or minors (<18 years)",80.02881037173383,541.0260695187166
823,2019,Arauca,Adults or of legal age (> 18 years),2.197729745173236,39.45119011090168
824,2019,Casanare,"Boys, girls and adolescents or minors (<18 years)",56.746619423952616,501.70376277822083
825,2019,Casanare,Adults or of legal age (> 18 years),1.3892554979786333,39.75311225023538
826,2019,Putumayo,"Boys, girls and adolescents or minors (<18 years)",30.88075153997432,362.5029643934004
827,2019,Putumayo,Adults or of legal age (> 18 years),2.5712228735986833,29.179039151404883
828,2019,"Archipiélago de San Andrés, Providencia y Santa Catalina","Boys, girls and adolescents or minors (<18 years)",35.038542396636295,255.1020408163265
829,2019,"Archipiélago de San Andrés, Providencia y Santa Catalina",Adults or of legal age (> 18 years),4.62877244954638,24.912805181863476
830,2019,Amazonas,"Boys, girls and adolescents or minors (<18 years)",28.700993054359678,417.6391106743643
831,2019,Amazonas,Adults or of legal age (> 18 years),4.34348260435217,38.046321396299994
832,2019,Guainía,"Boys, girls and adolescents or minors (<18 years)",89.89131323036692,433.0129037845328
833,2019,Guainía,Adults or of legal age (> 18 years),7.388798581350672,65.8165364047717
834,2019,Guaviare,"Boys, girls and adolescents or minors (<18 years)",54.054054054054056,312.9990418396678
835,2019,Guaviare,Adults or of legal age (> 18 years),3.521498749867944,29.14966269676022
836,2019,Vaupés,"Boys, girls and adolescents or minors (<18 years)",0.0,35.21746786406057
837,2019,Vaupés,Adults or of legal age (> 18 years),0.0,11.150758251561106
838,2019,Vichada,"Boys, girls and adolescents or minors (<18 years)",3.8946876460507864,20.813387170628147
839,2019,Vichada,Adults or of legal age (> 18 years),0.0,3.5635378804076687
